Site_ID,Name,Hierarchy,Primary_Typology,Secondary_Typology,Specific_Use,Site_Access,Site_Owner,Whole_Part,Site_Area_Ha,Ward
5,Valley Road Park - West - MUGA,Neighbourhood,Parks and Gardens,Provision for Children and Young People,Surfaced Areas and Ball Courts,Freely accessible to public,Nottingham City Council,Part of larger site,0.0343,Sherwood
269,Kirkstead Street Open Space,Neighbourhood,Provision for Children and Young People,,Equipped Children's Playground,Freely accessible to public,Nottingham City Council,Part of larger site,0.0344,Hyson Green & Arboretum
68,Lenton Abbey Park,Neighbourhood,Parks and Gardens,Provision for Children and Young People,Equipped Children's Playground,Freely accessible to public: opening hours,Nottingham City Council,Part of larger site,0.0338,Lenton & Wollaton East
82,Scafell Way Open Space,Neighbourhood,Provision for Children and Young People,,Equipped Children's Playground,Freely accessible to public,Nottingham City Council,Part of larger site,0.0331,Clifton East
172,Stockhill Park,Neighbourhood,Parks and Gardens,Provision for Children and Young People,Parks,Freely accessible to public,Nottingham City Council,Part of larger site,0.0327,Basford
579,Astley Drive Open Space,Local,Provision for Children and Young People,,Equipped Children's Playground,Freely accessible to public,Nottingham City Council,Part of larger site,0.0329,Mapperley
627,Snape Wood,Local,Parks and Gardens,Provision for Children and Young People,Surfaced Areas and Ball Courts,Freely accessible to public,Nottingham City Council,Part of larger site,0.0316,Bulwell
121,Brewsters Road play area,Neighbourhood,Provision for Children and Young People,,Equipped Children's Playground,Restricted access: other,Metropolitan Housing,Part of larger site,0.0303,Mapperley
383,Dunkirk Road Open Space,Neighbourhood,Provision for Children and Young People,,Equipped Children's Playground,Freely accessible to public,Nottingham City Council,Part of larger site,0.0297,Lenton & Wollaton East
224,Lenton Recreation Ground,Neighbourhood,Parks and Gardens,Provision for Children and Young People,Equipped Children's Playground,Freely accessible to public,Nottingham City Council,Part of larger site,0.0289,Lenton & Wollaton East
291,Chediston Vale Park,Local,Parks and Gardens,Provision for Children and Young People,Equipped Children's Playground,Freely accessible to public,Nottingham City Council,Part of larger site,0.0275,Bestwood
620,"The Green, Meadows",,Provision for Children and Young People,,,Freely accessible to public,,Part of larger site,0.0282,Meadows
537,Wallis Street Open Space,Local,Provision for Children and Young People,,Equipped Children's Playground,Freely accessible to public,Nottingham City Council,Part of larger site,0.0269,Basford
18,Forest Recreation Ground,City,Parks and Gardens,Provision for Children and Young People,Equipped Children's Playground,Freely accessible to public,Nottingham City Council,Part of larger site,0.027,Hyson Green & Arboretum
626,Snape Wood,Local,Parks and Gardens,Provision for Children and Young People,Equipped Children's Playground,Freely accessible to public,Nottingham City Council,Part of larger site,0.0266,Bulwell
32,Rosedale Drive Open Space,Local,Parks and Gardens,Provision for Children and Young People,Equipped Children's Playground,Freely accessible to public,Nottingham City Council,Part of larger site,0.027,Bilborough
422,Breckswood Drive Open Space,Neighbourhood,Provision for Children and Young People,,Equipped Children's Playground,Freely accessible to public,Nottingham City Council,Part of larger site,0.0275,Clifton East
154,Barton Green open space,Neighbourhood,Parks and Gardens,Provision for Children and Young People,Surfaced Areas and Ball Courts,Freely accessible to public,Nottingham City Council,Part of larger site,0.0265,Clifton West
54,King George V Park,Neighbourhood,Parks and Gardens,Provision for Children and Young People,Surfaced Areas and Ball Courts,Freely accessible to public,Nottingham City Council,Part of larger site,0.0259,Leen Valley
268,Kirkstead Street Open Space,Local,Provision for Children and Young People,,Parks,Freely accessible to public,Nottingham City Council,Part of larger site,0.0261,Hyson Green & Arboretum
362,Woodfield Road Recreation Ground,Neighbourhood,Parks and Gardens,Provision for Children and Young People,Equipped Children's Playground,Freely accessible to public,Nottingham City Council,Part of larger site,0.0251,Aspley
401,Poplar Avenue Open Space,Local,Provision for Children and Young People,,Equipped Children's Playground,Freely accessible to public,Nottingham City Council,Part of larger site,0.0238,Berridge
427,Coppice Recreation Ground,Neighbourhood,Parks and Gardens,Provision for Children and Young People,Equipped Children's Playground,Freely accessible to public,Nottingham City Council,Part of larger site,0.024,Mapperley
310,Western Boulevard Play Area,Local,Provision for Children and Young People,,Equipped Children's Playground,Freely accessible to public: opening hours,Nottingham City Council,Part of larger site,0.0244,Leen Valley
484,Peggy's Park,Neighbourhood,Parks and Gardens,Provision for Children and Young People,Surfaced Areas and Ball Courts,Freely accessible to public,Nottingham City Council,Part of larger site,0.0244,Sherwood
356,Bulwell Bogs,City,Parks and Gardens,Provision for Children and Young People,Equipped Children's Playground,Freely accessible to public,Nottingham City Council,Part of larger site,0.0633,Bulwell
1462,Fountain Dale Court - 1,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Part of larger site,0.0624,St Ann's
355,Bulwell Bogs,City,Parks and Gardens,Provision for Children and Young People,Water Park,Freely accessible to public,Nottingham City Council,Part of larger site,0.0621,Bulwell
85,King Edward Park,Neighbourhood,Parks and Gardens,Provision for Children and Young People,Equipped Children's Playground,Freely accessible to public,Nottingham City Council,Part of larger site,0.0605,St Ann's
550,Chard Street Open Space,Local,Parks and Gardens,Provision for Children and Young People,Equipped Children's Playground,Freely accessible to public,Nottingham City Council,Part of larger site,0.0612,Berridge
432,Meadows Open Space,Local,Provision for Children and Young People,,Equipped Children's Playground,Freely accessible to public,Nottingham City Council,Part of larger site,0.0601,Meadows
397,Colesbourne Road Open Space,Local,Parks and Gardens,Provision for Children and Young People,Surfaced Areas and Ball Courts,Freely accessible to public,Nottingham City Council,Part of larger site,0.0601,Clifton East
332,Edgeway Plantation,Local,Amenity Green Space,Provision for Children and Young People,Equipped Children's Playground,Freely accessible to public,Nottingham City Council,Part of larger site,0.0602,Bilborough
159,Woodthorpe Grange Park,Destination,Parks and Gardens,Provision for Children and Young People,Equipped Children's Playground,Freely accessible to public,Nottingham City Council,Part of larger site,0.0922,Sherwood
232,Bulwell Forest Recreation Ground,Neighbourhood,Parks and Gardens,Provision for Children and Young People,Equipped Children's Playground,Freely accessible to public,Nottingham City Council,Part of larger site,0.0601,Bulwell Forest
244,Greenway Community Centre,Local,Parks and Gardens,Provision for Children and Young People,Surfaced Areas and Ball Courts,Freely accessible to public,Nottingham City Council,Part of larger site,0.0589,Dales
125,Brewsters Road play area,Neighbourhood,Provision for Children and Young People,,Surfaced Areas and Ball Courts,Restricted access: other,Spirita Housing,Part of larger site,0.0593,Mapperley
448,Southglade Park,City,Parks and Gardens,Provision for Children and Young People,Skate Park,Freely accessible to public,Nottingham City Council,Part of larger site,0.0594,Bulwell Forest
236,Stirling Grove play area,Local,Provision for Children and Young People,,Equipped Children's Playground,Freely accessible to public,Nottingham City Council,Part of larger site,0.0565,Clifton East
378,Mill Street Open Space (River Leen 9) - 1,City,Natural and Semi Natural,Provision for Children and Young People,Equipped Children's Playground,Freely accessible to public,Nottingham City Council,Part of larger site,0.0554,Basford
388,Radford Recreation Ground,Neighbourhood,Parks and Gardens,Provision for Children and Young People,Surfaced Areas and Ball Courts,Freely accessible to public,Nottingham City Council,Part of larger site,0.054,Radford
132,Wollaton Park,Destination,Parks and Gardens,Provision for Children and Young People,Equipped Children's Playground,Freely accessible to public: opening hours,Nottingham City Council,Part of larger site,0.0537,Wollaton West
104,Clifton Playing Fields,Neighbourhood,Outdoor Sports Facility,Provision for Children and Young People,Surfaced Areas and Ball Courts,Freely accessible to public: opening hours,Nottingham City Council,Part of larger site,0.0527,Clifton East
352,Nottingham Castle,Destination,Parks and Gardens,Provision for Children and Young People,Equipped Children's Playground,No public access,Nottingham City Council,Part of larger site,0.0528,Castle
43,Angell Green park,Local,Parks and Gardens,Provision for Children and Young People,Surfaced Areas and Ball Courts,Freely accessible to public,,Part of larger site,0.0534,Clifton West
292,Chediston Vale Park,Local,Parks and Gardens,Provision for Children and Young People,Surfaced Areas and Ball Courts,Freely accessible to public,Nottingham City Council,Part of larger site,0.0237,Bestwood
290,Chediston Vale Park,Local,Parks and Gardens,Provision for Children and Young People,Equipped Children's Playground,Freely accessible to public,Nottingham City Council,Part of larger site,0.023,Bestwood
345,Clifton Central Park,Neighbourhood,Parks and Gardens,,Equipped Children's Playground,Freely accessible to public,,Part of larger site,0.0227,Clifton East
230,Bulwell Forest Recreation Ground,Neighbourhood,Parks and Gardens,Provision for Children and Young People,Outdoor Gym,Freely accessible to public,Nottingham City Council,Part of larger site,0.0217,Bulwell Forest
440,Victoria Park,Neighbourhood,Parks and Gardens,Provision for Children and Young People,Surfaced Areas and Ball Courts,Freely accessible to public: opening hours,Nottingham City Council,Part of larger site,0.0218,St Ann's
294,Boynton Drive,Local,Parks and Gardens,,Equipped Children's Playground,Freely accessible to public,Nottingham City Council,Part of larger site,0.0223,Mapperley
482,Peggy's Park,Neighbourhood,Parks and Gardens,Provision for Children and Young People,Equipped Children's Playground,Freely accessible to public,,Part of larger site,0.0206,Sherwood
372,Shipstone Street Open Space,Local,Parks and Gardens,Provision for Children and Young People,Parks,Freely accessible to public,Nottingham City Council,Part of larger site,0.0209,Berridge
24,Forest Recreation Ground,City,Parks and Gardens,Provision for Children and Young People,Outdoor Gym,Freely accessible to public,Nottingham City Council,Part of larger site,0.0207,Hyson Green & Arboretum
254,Basford Junction (River Leen 8) - 1,City,Natural and Semi Natural,Outdoor Sports Facility,Surfaced Areas and Ball Courts,Freely accessible to public,Nottingham City Council,Part of larger site,0.0212,Basford
258,Rise Park Open Space,Local,Parks and Gardens,Provision for Children and Young People,Equipped Children's Playground,Freely accessible to public,Nottingham City Council,Part of larger site,0.021,Bulwell Forest
421,Breckswood Drive Open Space,Neighbourhood,Provision for Children and Young People,,Equipped Children's Playground,Freely accessible to public,Nottingham City Council,Part of larger site,0.0213,Clifton East
23,Forest Recreation Ground,City,Parks and Gardens,Provision for Children and Young People,Outdoor Gym,Freely accessible to public,Nottingham City Council,Part of larger site,0.0204,Hyson Green & Arboretum
2448,Amesbury Circus,Local,Provision for Children and Young People,,Surfaced Areas and Ball Courts,No public access,Nottingham City Council,Part of larger site,0.0195,Aspley
